asset_id,b,kappa,half_life_days,mu,sigma_eps,n_obs
A001827,0.122179,2.102265,0.329715,0.245625,1.965434,484
A001828,0.081813,2.503321,0.276891,-0.061184,5.98451,484
A001829,0.146696,1.919391,0.361129,0.63538,3.062165,484
A001830,0.002499,5.991812,0.115682,-0.335177,10.582859,481
A001831,0.230345,1.468179,0.472114,2.562939,14.198286,484
A001832,0.10293,2.273711,0.304853,0.063547,0.441536,483
A001833,0.057804,2.8507,0.24315,0.173574,1.079767,484
A001834,0.058804,2.833551,0.244621,57.385938,556.810884,484
A001835,0.094551,2.358613,0.293879,28.259233,102.992589,484
A001836,0.026269,3.639349,0.190459,0.393324,5.307692,484
A001837,0.091661,2.389656,0.290061,0.321976,3.429936,484
A001838,0.048841,3.019178,0.229581,-0.147208,89.789894,484
A001839,0.169695,1.773754,0.39078,4.524352,19.472557,484
A001840,0.156539,1.854451,0.373775,2.919608,12.665866,484
A001841,0.128266,2.05365,0.33752,14.753227,94.773245,484
A001842,0.146463,1.920983,0.360829,0.074406,0.653702,484
A001843,0.356124,1.032476,0.671345,-0.002857,1.947144,484
A001844,0.243247,1.413677,0.490315,0.817411,4.491016,484
A001845,0.095055,2.353301,0.294543,0.182124,1.343627,484
A001846,0.043406,3.137149,0.220948,0.061936,1.17296,484
A001847,0.299616,1.205254,0.575105,5.271945,35.256814,484
A001848,0.138386,1.977712,0.350479,0.16973,1.982474,484
A001849,0.155632,1.860264,0.372607,2.534444,15.929858,484
A001850,1e-06,13.815511,0.050172,-0.009663,0.381952,229
A001851,0.188133,1.670604,0.414908,0.124745,0.726673,484
A001852,0.046122,3.076474,0.225306,-0.009553,0.069558,484
A001853,0.180153,1.713948,0.404415,0.117142,0.915126,484
A001855,0.024016,3.729056,0.185877,3.583331,19.117575,484
A001856,0.34959,1.050995,0.659515,10.907724,84.964332,215
A001857,0.142566,1.947949,0.355834,0.583995,5.955569,484
A001858,0.230617,1.466997,0.472494,-0.576624,13.4706,484
A001859,1e-06,13.815511,0.050172,0.02051,0.829168,484
A001860,0.083151,2.4871,0.278697,0.328096,2.470776,484
A001861,1e-06,13.815511,0.050172,0.197732,3.070707,484
A001862,0.075081,2.589192,0.267708,0.010353,1.859734,484
A001863,0.183543,1.695308,0.408862,2.992272,58.546512,484
A001864,0.083652,2.481092,0.279372,0.097998,1.412331,484
A001865,0.034816,3.357688,0.206436,-0.004146,0.141393,215
A001866,0.156272,1.856155,0.373432,-9.432928,281.415255,484
A001867,0.319774,1.14014,0.607949,4.198694,15.50475,484
A001868,0.081529,2.506802,0.276507,1.274874,4.423193,192
A001869,0.019973,3.91335,0.177124,0.505878,2.585505,484
A001870,0.18732,1.674935,0.413835,0.029378,0.280336,484
A001871,0.154866,1.865197,0.371621,8.018331,68.231998,484
A001872,0.079443,2.532711,0.273678,-0.004934,0.098584,484
A001873,0.124797,2.081065,0.333073,9.27593,36.31031,482
A001874,0.025183,3.681603,0.188273,0.074598,1.417008,484
A001875,0.261671,1.340669,0.517016,10.276525,56.60459,484
A001876,0.033949,3.38291,0.204897,0.016322,1.318684,484
A001877,0.046403,3.070391,0.225752,9.084946,38.395297,484
A001878,1e-06,13.815511,0.050172,0.126979,1.225668,484
A001879,0.180571,1.711634,0.404962,0.255157,5.061794,484
A001880,1e-06,13.815511,0.050172,0.922063,7.680553,484
A001881,0.121456,2.108206,0.328785,0.017568,0.289063,484
A001882,1e-06,13.815511,0.050172,0.001005,0.032761,484
A001883,1e-06,13.815511,0.050172,32.168776,136.712066,484
A001884,0.218831,1.519458,0.456181,0.099784,1.704326,484
A001885,0.307285,1.17998,0.587423,-11.002772,140.779802,212
A001886,1e-06,13.815511,0.050172,0.020736,0.359939,484
A001887,0.057973,2.847771,0.2434,41.613158,232.921736,483
A001888,0.213134,1.545836,0.448396,-0.261798,1.371676,178
A001889,0.008396,4.780018,0.145009,0.027915,0.19793,484
A001890,1e-06,13.815511,0.050172,-0.000686,0.039096,484
A001891,0.101612,2.286593,0.303135,0.23985,3.161685,484
A001892,0.067864,2.690255,0.257651,83.603119,2201.638668,484
A001893,0.051715,2.962008,0.234013,0.074303,0.395613,484
A001894,0.327643,1.11583,0.621194,7.952878,31.506201,484
A001895,0.174269,1.747156,0.396729,13.682658,81.901551,484
A001896,1e-06,13.815511,0.050172,-0.016986,0.458125,245
A001897,0.057509,2.855815,0.242714,10.246015,43.639558,484
A001898,0.052295,2.950848,0.234898,0.343363,1.100563,280
A001899,0.070609,2.650595,0.261506,0.074349,0.679969,484
A001900,0.115562,2.15795,0.321206,0.21483,1.45219,484
A001901,0.118047,2.13667,0.324405,1.210249,3.939127,484
A001902,0.032829,3.416432,0.202886,-0.010934,0.093887,484
A001903,0.125576,2.074842,0.334072,0.424798,1.94276,484
A001904,0.109003,2.216379,0.312739,0.012165,0.144257,484
A001905,1e-06,13.815511,0.050172,2.541935,12.202832,484
A001906,1e-06,13.815511,0.050172,0.202539,1.267543,484
A001907,0.086242,2.450595,0.282849,15.989514,59.966006,483
A001908,0.14619,1.922849,0.360479,0.002851,0.453889,287
A001909,0.061603,2.787038,0.248704,2.232586,15.418259,483
A001910,0.031249,3.465772,0.199998,0.204669,6.325946,484
A001911,0.083786,2.479493,0.279552,0.124702,1.42209,484
A001912,0.03596,3.325343,0.208444,0.429703,2.899077,473
A001913,0.003535,5.645049,0.122789,0.010453,1.185929,483
A001914,0.107089,2.234096,0.310258,-0.119365,4.278136,484
A001915,0.149429,1.900937,0.364635,0.684515,5.364725,484
A001916,1e-06,13.815511,0.050172,0.017716,0.972863,259
A001917,1e-06,13.815511,0.050172,0.006078,1.559467,484
A001918,0.134373,2.007134,0.345342,0.022515,0.204152,484
A001919,0.147585,1.913349,0.362269,0.020233,0.179209,484
A001920,0.140858,1.960006,0.353645,1.461552,4.737141,484
A001921,0.097458,2.328334,0.297701,92.154712,1249.946731,484
A001922,1e-06,13.815511,0.050172,0.298648,3.356237,484
A001923,0.138189,1.979136,0.350227,0.216934,1.240596,484
A001924,1e-06,13.815511,0.050172,-0.062286,1.591063,484
A001925,0.475668,0.743035,0.932859,1.51363,6.958041,482
A001926,0.144407,1.935118,0.358194,0.187304,1.853613,477
A001927,0.481315,0.731233,0.947916,4.751792,31.13598,483
A001928,0.061017,2.796607,0.247853,-0.183772,2.46128,474
A001929,0.053138,2.934857,0.236177,0.070143,0.713735,484
A001930,0.206705,1.576464,0.439685,4.285994,15.804726,484
A001931,0.102197,2.280854,0.303898,6.374502,31.95641,484
A001932,0.094505,2.359101,0.293818,0.055566,0.920202,484
A001933,0.135408,1.999466,0.346666,2.107522,13.695148,484
A001934,0.033339,3.401035,0.203805,0.191365,1.266401,484
A001935,0.116928,2.146194,0.322966,2.508102,10.81961,483
A001936,0.016097,4.129136,0.167867,0.014757,0.393383,484
A001937,0.081842,2.502965,0.27693,3.34938,20.619377,474
A001938,0.100789,2.294722,0.302061,0.389224,1.591066,484
A001939,0.126644,2.066374,0.335441,2.170798,32.047822,484
A001940,0.489718,0.713925,0.970897,0.414384,2.026518,484
A001941,0.119731,2.122506,0.32657,2.314293,8.307208,482
A001942,0.043987,3.123866,0.221888,0.010552,0.158236,484
A001943,0.119399,2.125285,0.326143,3.590586,16.378898,484
A001944,0.050093,2.993868,0.231522,0.108672,4.008712,484
A001945,0.362885,1.013669,0.683801,1.765145,10.674873,484
A001946,1e-06,13.815511,0.050172,-0.040956,2.897097,484
A001947,0.312516,1.163099,0.595949,3.898708,17.571232,484
A001948,0.162345,1.818034,0.381262,0.925501,2.995966,484
A001949,0.01515,4.189788,0.165437,-0.003647,0.718979,484
A001950,0.214276,1.540488,0.449953,0.111712,0.897074,484
A001952,0.031871,3.446058,0.201142,0.149898,0.928128,484
A001953,0.012199,4.406431,0.157304,0.262393,6.294832,484
A001954,0.075764,2.580135,0.268648,0.208083,3.937182,484
A001955,0.09416,2.362757,0.293364,0.034223,0.181704,484
A001956,0.085984,2.453592,0.282503,0.012663,0.159343,484
A001957,0.139896,1.966858,0.352413,0.931349,4.655782,483
A001958,0.022476,3.795294,0.182633,1.280656,10.054974,484
A001959,0.116496,2.149898,0.322409,0.035929,0.310615,188
A001960,0.151829,1.884998,0.367718,0.367404,4.304455,479
A001961,0.111263,2.195855,0.315662,3.607083,33.247611,484
A001962,0.150672,1.892651,0.366231,0.137204,2.327928,484
A001963,0.237573,1.437282,0.482262,11.471249,32.22875,484
A001964,0.19769,1.621056,0.42759,2.498952,18.465245,484
A001965,0.005942,5.125758,0.135228,0.075313,1.087244,484
A001966,0.060984,2.797138,0.247806,0.18076,2.822854,484
A001967,1e-06,13.815511,0.050172,-0.003593,0.265446,484
A001968,0.119973,2.120489,0.326881,4.370828,14.690306,484
A001969,0.124845,2.080683,0.333134,0.762372,2.028841,450
A001970,0.083857,2.478642,0.279648,1.260426,7.757982,484
A001971,0.077528,2.557115,0.271066,0.336349,2.137401,484
A001972,0.163622,1.810197,0.382913,0.657199,3.299137,481
A001973,1e-06,13.815511,0.050172,0.039655,0.293001,484
A001974,1e-06,13.815511,0.050172,0.240703,1.893871,484
A001975,1e-06,13.815511,0.050172,0.006042,0.250738,299
A001976,0.136698,1.989984,0.348318,0.213862,3.509874,484
A001977,0.038362,3.260691,0.212577,0.189803,1.837333,484
A001978,0.126147,2.070305,0.334804,0.065339,0.789393,484
A001979,0.193235,1.643851,0.421661,2.260417,35.443348,484
A001980,0.241387,1.421354,0.487667,0.524465,3.972556,484
A001981,0.128305,2.053346,0.33757,0.1363,0.907295,171
A001982,0.185362,1.685443,0.411255,0.011645,0.842211,484
A001983,0.012144,4.410907,0.157144,-0.033333,0.974963,484
A001984,0.220372,1.512436,0.458298,-0.091803,0.327667,116
A001985,0.250969,1.382425,0.5014,4.442902,20.125833,484
A001986,0.097851,2.324312,0.298216,0.085887,1.597593,484
A001987,1e-06,13.815511,0.050172,4.894365,52.837996,484
A001988,0.159948,1.832907,0.378168,0.215876,1.575476,484
A001989,0.054659,2.906639,0.23847,-0.127918,1.6583,482
A001990,0.11894,2.129139,0.325553,0.090709,2.024601,484
A001991,0.169376,1.775636,0.390366,0.005758,3.034139,484
A001992,1e-06,13.815511,0.050172,-0.060652,3.243696,484
A001993,0.064976,2.733735,0.253553,2.112376,18.988944,484
A001994,0.332866,1.100017,0.630124,0.917403,4.383081,483
A001995,0.20805,1.569978,0.441501,-0.026591,1.125407,450
A001996,0.17891,1.720874,0.402788,3.563854,19.782059,484
A001997,0.040898,3.196663,0.216835,-0.010106,0.502545,484
A001998,0.348592,1.053853,0.657726,0.348594,2.230185,484
A001999,0.021873,3.822507,0.181333,-0.008363,0.092047,484
A002000,0.172014,1.76018,0.393793,29.306075,188.980563,484
A002001,0.039267,3.237367,0.214108,0.180248,1.35176,484
A002002,0.06249,2.772743,0.249986,-0.060092,0.604072,456
A002003,0.095955,2.343872,0.295727,-0.009944,0.466894,481
A002004,0.172985,1.754553,0.395056,18.835451,795.382818,484
A002005,0.036517,3.309965,0.209412,0.058518,0.863606,484
A002006,0.145135,1.930088,0.359127,7.221444,39.364377,484
A002007,1e-06,13.815511,0.050172,0.02927,3.35505,481
A002008,0.225423,1.489778,0.465269,2.243663,10.993315,484
A002009,0.104287,2.260607,0.30662,15.777531,125.300231,440
A002010,0.15131,1.888423,0.367051,0.290019,1.436343,484
A002011,0.114549,2.16675,0.319902,1.848848,24.789403,484
A002012,0.045751,3.084552,0.224716,0.019312,0.229182,484
A002013,0.141673,1.954231,0.35469,0.012676,0.147852,484
A002014,0.068441,2.681781,0.258465,15.820075,74.284215,484
A002015,0.027697,3.586444,0.193269,0.291976,2.015253,484
A002016,0.057472,2.856453,0.24266,-0.014579,0.354709,484
A002017,0.070862,2.647014,0.26186,0.001124,0.049177,484
A002018,0.037251,3.290067,0.210679,0.002584,0.209804,444
A002019,0.103887,2.264448,0.3061,60.275799,337.482319,480
A002020,0.174404,1.746382,0.396905,1.223846,5.628513,484
A002021,0.012236,4.403411,0.157411,0.110292,0.570401,484
A002022,0.199117,1.613864,0.429495,0.112661,0.712203,484
A002023,0.050603,2.983749,0.232307,0.004806,0.607963,484
A002024,0.145805,1.925487,0.359985,0.400686,1.929049,276
A002025,0.059975,2.81383,0.246336,0.069219,1.110169,365
A002026,0.090841,2.398645,0.288974,0.963951,4.236242,484
A002027,0.00576,5.156802,0.134414,-0.000278,0.040305,484
A002028,0.032847,3.415893,0.202918,0.322024,3.335822,428
A002029,0.077663,2.555377,0.27125,0.005446,0.223084,484
A002030,0.210117,1.560092,0.444299,0.028282,2.010175,484
A002031,0.193702,1.641433,0.422282,0.129523,0.660919,484
A002032,0.073987,2.603859,0.2662,-0.001514,0.112366,484
A002033,0.113977,2.171763,0.319163,0.13062,1.365884,484
A002034,0.015436,4.17105,0.166181,-0.384821,3.434982,484
A002035,0.13363,2.012677,0.344391,-0.043506,0.94101,484
A002036,0.046065,3.077692,0.225217,0.364147,1.686351,484
A002037,0.010807,4.527571,0.153095,-0.035393,1.269357,181
A002038,0.110211,2.205358,0.314301,0.958431,2.360572,474
A002039,0.103134,2.271728,0.305119,0.016798,0.722252,484
A002040,0.086109,2.452144,0.28267,0.064928,0.615307,484
A002041,0.204383,1.587759,0.436557,0.974163,3.330041,484
A002042,0.133116,2.016535,0.343732,0.499515,3.23271,484
A002043,0.193308,1.643473,0.421758,16.908792,64.966252,484
A002044,0.000518,7.565594,0.091618,0.116208,2.553171,475
A002045,0.323303,1.129166,0.613858,9.291964,33.94485,484
A002046,1e-06,13.815511,0.050172,0.109062,0.727548,484
A002047,0.166938,1.79013,0.387205,0.52623,1.82895,474
A002048,0.09214,2.384451,0.290695,0.543232,5.615211,484
A002049,0.13145,2.02913,0.341598,-0.010371,0.065549,484
A002050,0.114827,2.16433,0.32026,1.406011,7.087524,376
A002051,0.240533,1.424897,0.486454,1.877817,17.913832,484
A002052,0.248567,1.392044,0.497935,0.516624,5.102871,484
A002053,0.106781,2.236971,0.30986,0.648343,2.493609,484
A002054,0.205355,1.583016,0.437865,0.584748,2.793358,484
A002055,0.175603,1.739528,0.398469,0.012298,1.158507,407
A002056,0.221739,1.506255,0.460179,4.798228,20.515922,484
A002057,0.139065,1.972814,0.35135,0.034909,0.607414,481
A002058,0.101944,2.283335,0.303568,0.111142,0.677214,484
A002059,0.028091,3.572303,0.194034,0.000669,0.059664,484
A002060,0.04903,3.015316,0.229876,2.007986,5.74282,484
A002061,0.110427,2.203397,0.314581,0.256952,2.389621,483
A002062,0.198486,1.617036,0.428653,0.791452,2.806191,484
A002063,0.200391,1.607484,0.4312,0.180982,1.730657,484
A002064,0.096105,2.34231,0.295925,0.001759,0.097638,484
A002065,0.282007,1.265824,0.547586,1.187381,4.754111,484
A002066,0.026991,3.612264,0.191887,302.70688,1132.795773,484
A002067,0.443149,0.813849,0.85169,0.772627,3.382196,445
A002068,0.082524,2.494662,0.277852,-0.013323,0.26061,484
A002069,1e-06,13.815511,0.050172,0.017346,1.512828,312
A002070,0.233681,1.453799,0.476783,1.427374,15.586985,484
A002071,0.124379,2.08442,0.332537,-0.081952,2.114948,484
A002072,0.099096,2.31167,0.299847,-0.390945,10.187458,484
A002073,0.148444,1.907546,0.363371,2.654794,12.313283,484
A002074,0.07642,2.571514,0.269548,0.011886,0.142213,484
A002075,0.127296,2.06124,0.336277,0.058021,0.905225,484
A002076,1e-06,13.815511,0.050172,1.018284,6.454489,483
A002077,0.06811,2.686634,0.257998,0.620792,3.056723,484
A002078,0.13106,2.032102,0.341099,13.057261,76.377196,209
A002079,1e-06,13.815511,0.050172,78.38082,748.199625,398
A002080,0.194441,1.637625,0.423264,0.638669,2.896483,479
A002081,0.099734,2.305244,0.300683,0.045748,0.667702,484
A002082,0.117695,2.139656,0.323953,56.024257,303.915984,484
A002083,0.217059,1.527586,0.453753,0.309802,7.957266,484
A002084,0.075141,2.588391,0.267791,0.594035,7.039645,484
A002085,0.09126,2.394042,0.28953,-0.012106,0.281379,484
A002086,0.238979,1.43138,0.484251,2.520833,11.48978,484
A002087,1e-06,13.815511,0.050172,94.619737,414.355275,228
A002088,0.196312,1.628052,0.425752,29.786786,166.493393,408
A002089,0.039293,3.236714,0.214151,0.715243,4.577046,484
A002090,0.071398,2.639481,0.262607,-0.247345,5.55157,473
A002091,0.213583,1.543728,0.449009,1.284011,7.435839,484
A002092,0.015838,4.145332,0.167211,-0.001277,2.371174,484
A002093,0.171518,1.763067,0.393149,11.210141,45.53555,484
A002094,0.125376,2.076436,0.333816,-0.012903,0.461141,484
A002095,0.036413,3.312821,0.209232,0.001736,0.347006,484
A002096,0.259317,1.349705,0.513555,0.625786,5.928076,484
A002097,0.132865,2.018419,0.343411,22.957229,69.162911,303
A002098,1e-06,13.815511,0.050172,9.628244,34.276205,484
A002099,0.214441,1.539722,0.450177,0.370674,6.298264,484
A002100,0.116686,2.148267,0.322654,0.603903,2.520144,228
A002101,0.179608,1.716977,0.403702,1.229184,5.565991,484
A002102,0.096279,2.340505,0.296153,0.415167,2.708952,484
A002103,0.204872,1.585368,0.437215,0.811737,5.123106,484
A002104,0.021166,3.85534,0.179789,0.312085,1.466668,277
A002105,0.004878,5.323094,0.130215,0.032425,0.576893,484
A002106,0.107504,2.230226,0.310797,0.036244,1.124521,484
A002107,0.100814,2.294482,0.302093,0.013019,0.598542,207
A002108,1e-06,13.815511,0.050172,0.006713,0.937055,484
A002110,0.135278,2.000423,0.3465,3.002906,13.757781,484
A002111,0.105214,2.251759,0.307825,0.877214,8.127356,484
A002112,0.016545,4.101649,0.168992,0.529572,2.094763,261
A002113,0.075574,2.582641,0.268387,2.338237,8.4447,484
A002114,1e-06,13.815511,0.050172,-0.003001,0.196639,484
A002115,0.076275,2.573405,0.26935,0.344682,2.615888,483
A002116,0.052381,2.949214,0.235028,-0.005871,0.139804,407
A002117,0.256128,1.362079,0.508889,5.525284,54.380094,484
A002118,0.084895,2.466344,0.281042,-0.001797,0.024879,484
A002119,0.166484,1.792857,0.386616,28.621633,100.192799,484
A002120,0.1084,2.221927,0.311958,0.934443,9.071519,484
A002121,0.077745,2.554315,0.271363,12.506188,58.88714,484
A002122,0.027954,3.57719,0.193769,0.303716,2.1529,425
A002123,0.173669,1.750603,0.395948,2.376896,18.519358,484
A002124,0.07334,2.612656,0.265304,0.151635,0.946665,484
A002125,0.041349,3.185713,0.21758,0.184389,2.900055,484
A002126,0.280386,1.271586,0.545104,4.479251,16.861355,484
A002127,0.005707,5.166074,0.134173,0.0492,0.35021,484
A002128,0.307024,1.180829,0.587001,1.576499,11.117907,484
A002129,0.059551,2.820917,0.245717,0.172951,1.28325,484
A002130,0.230216,1.468737,0.471934,2.473265,34.557695,484
A002131,0.203413,1.592516,0.435253,0.512799,3.007014,484
A002132,0.178004,1.72595,0.401603,-0.010485,0.126283,413
A002133,0.099855,2.304037,0.30084,1.298385,6.614187,484
A002134,0.044737,3.106965,0.223095,-0.030565,2.341185,483
A002135,0.085652,2.457458,0.282059,0.005134,0.716662,484
A002136,0.117538,2.140992,0.32375,0.469269,6.072315,484
A002137,0.115354,2.159747,0.320939,2.767746,8.845784,296
A002138,0.110319,2.20438,0.314441,1.705905,9.261749,484
A002139,0.34972,1.050624,0.659748,6.015425,32.203326,484
A002140,0.033981,3.381958,0.204954,-0.089888,0.970728,484
A002141,0.023433,3.753627,0.184661,0.042657,0.506848,484
A002142,0.088663,2.422913,0.28608,0.386068,2.597771,484
A002143,0.184171,1.691893,0.409687,0.165687,1.788215,484
A002144,0.144523,1.934316,0.358342,0.30519,5.58231,484
A002145,0.057664,2.853126,0.242943,0.030385,0.177393,484
A002146,0.168025,1.783642,0.388613,0.969296,6.922369,484
A002147,0.144666,1.933331,0.358525,0.096817,1.289085,484
A002148,0.077169,2.561754,0.270575,0.062346,3.565945,484
A002149,0.071441,2.638877,0.262667,0.031865,0.541917,484
A002150,0.109132,2.215201,0.312905,0.936178,3.746248,484
A002151,0.120064,2.119729,0.326998,7.664126,19.981869,472
A002152,0.141232,1.957349,0.354126,1.487771,19.032407,484
A002153,0.038245,3.263735,0.212378,98.353834,379.58325,484
A002154,0.367286,1.001613,0.692031,41.517997,242.180532,484
A002155,0.164035,1.807678,0.383446,0.117666,0.531632,484
A002156,0.029431,3.525695,0.196599,1.072556,6.507773,483
A002157,0.135523,1.998617,0.346813,0.00893,0.790064,484
A002158,0.043369,3.138011,0.220887,0.827031,3.468699,484
A002159,0.084532,2.470625,0.280555,0.467798,2.524874,484
A002160,0.12043,2.116683,0.327469,0.343281,1.256988,480
A002161,0.063488,2.756906,0.251422,0.202624,6.537546,484
A002162,0.059089,2.828709,0.24504,0.116376,2.935339,484
A002163,0.293366,1.226334,0.565219,0.004882,0.127583,484
A002164,0.160059,1.832212,0.378312,-0.002181,0.922265,220
A002165,0.120773,2.113844,0.327908,0.416648,3.467564,484
A002166,0.29105,1.234261,0.561589,2.022793,10.069691,484
A002167,0.124867,2.080506,0.333163,-0.068926,0.796021,484
A002168,0.201963,1.599669,0.433307,2.099117,5.683256,484
A002169,1e-06,13.815511,0.050172,-0.011128,0.108887,484
A002170,0.19551,1.632146,0.424685,1.697046,6.055381,484
A002171,0.185276,1.685911,0.411141,2.332353,11.133169,473
A002172,1e-06,13.815511,0.050172,0.941038,11.476489,484
A002173,0.164723,1.803488,0.384337,0.218426,1.388065,484
A002174,0.061402,2.790319,0.248411,-0.034375,0.435485,484
A002175,0.013153,4.33109,0.16004,0.089602,0.687213,484
A002176,0.063498,2.756742,0.251437,0.296415,1.77958,484
A002177,0.009847,4.620623,0.150012,0.037963,0.388749,156
A002178,0.159431,1.836143,0.377502,2.85987,199.8741,484
A002180,1e-06,13.815511,0.050172,0.090146,1.013874,398
A002181,0.139875,1.967008,0.352387,0.230124,2.153638,484
A002182,0.121212,2.110213,0.328473,0.031746,0.305921,216
A002183,0.018462,3.992048,0.173632,0.429007,2.374535,484
A002184,0.056285,2.877321,0.2409,0.154022,0.888716,484
A002185,0.004638,5.373424,0.128995,-0.025152,0.247152,484
A002186,0.103552,2.267681,0.305663,0.93137,3.112029,484
A002187,0.312937,1.161752,0.59664,12.720546,82.654254,484
A002188,0.232961,1.456886,0.475773,14.683709,65.460778,484
A002189,0.2492,1.389499,0.498847,2.814467,16.476402,484
A002190,0.143987,1.938032,0.357655,0.104272,1.736156,484
A002191,1e-06,13.815511,0.050172,60.894587,348.597579,484
A002192,0.0341,3.378456,0.205167,-0.002654,0.141361,484
A002193,0.132658,2.019984,0.343145,-0.045042,0.863671,484
A002194,0.102484,2.278044,0.304273,6.17241,24.897796,484
A002195,0.227591,1.480204,0.468278,6.527249,18.791786,484
A002196,0.372222,0.988265,0.701378,18.966951,162.270028,484
A002197,0.07206,2.630263,0.263528,0.036655,0.953129,484
A002198,0.042064,3.168558,0.218758,-0.03501,0.793544,479
A002199,1e-06,13.815511,0.050172,-0.191217,2.755131,484
A002200,0.058057,2.846324,0.243524,0.032564,0.607959,484
A002201,0.206318,1.578338,0.439163,6.653193,24.02849,484
A002202,0.161445,1.823591,0.3801,-0.006132,1.138941,484
A002203,1e-06,13.815511,0.050172,0.071231,0.503914,484
A002204,0.104171,2.261722,0.306469,8.832037,27.725168,484
A002205,0.084564,2.470245,0.280599,-1.093647,5.140795,479
A002206,0.100808,2.294533,0.302086,2.662287,12.491255,474
A002207,0.019687,3.927782,0.176473,0.158282,1.347394,484
A002208,0.058213,2.843641,0.243753,1.56512,3.676617,484
A002209,1e-06,13.815511,0.050172,-0.006154,0.240681,484
A002210,0.207239,1.573884,0.440406,-0.036893,7.308265,484
A002211,0.22583,1.487973,0.465833,40.184271,255.582393,484
A002212,0.223838,1.496833,0.463076,24.093056,116.070596,482
A002213,0.09656,2.33759,0.296522,0.245292,2.043694,483
A002214,0.093936,2.365139,0.293068,0.040028,0.963791,484
A002215,0.132818,2.018775,0.34335,0.894905,3.634894,484
A002216,0.167073,1.789324,0.387379,1.766647,10.001004,484
A002217,0.100705,2.295559,0.301951,37.830408,165.605208,484
A002218,0.107293,2.232194,0.310523,0.040519,5.887818,479
A002219,0.299068,1.207083,0.574233,3.746095,21.499334,484
A002220,0.126909,2.064286,0.335781,0.007751,0.126956,484
A002221,0.228362,1.476825,0.46935,0.474734,3.330594,484
A002222,0.143426,1.941933,0.356937,3.559779,14.919714,484
A002224,1e-06,13.815511,0.050172,0.012087,0.154858,484
A002225,0.169515,1.774813,0.390547,0.34647,1.674839,484
A002226,0.131612,2.027895,0.341806,0.226514,1.376358,468
A002227,0.018538,3.987934,0.173811,0.050664,1.81848,484
A002228,0.145688,1.926289,0.359836,0.400921,2.706785,484
A002229,0.13907,1.972777,0.351356,0.177363,0.967763,484
A002230,0.193823,1.64081,0.422442,62.434009,267.870211,479
A002231,0.040408,3.208718,0.21602,0.090573,1.197032,484
A002232,0.067502,2.695594,0.257141,1.225898,6.959372,484
A002233,0.151725,1.885688,0.367583,3.447068,11.703269,484
A002234,0.044688,3.108041,0.223017,1.041456,5.884961,484
A002235,0.102913,2.273876,0.304831,4.742081,35.560341,484
A002236,0.250006,1.386269,0.500009,8.953154,25.707358,484
A002237,0.179808,1.715867,0.403963,0.072898,1.688832,474
A002238,1e-06,13.815511,0.050172,0.007835,0.570464,91
A002239,0.220552,1.511621,0.458546,2.951623,18.166961,484
A002240,0.283452,1.260711,0.549806,-2.616525,96.998311,484
A002241,0.213632,1.543503,0.449074,0.614481,5.186495,484
A002242,0.120435,2.116643,0.327475,0.086923,0.587358,484
A002243,0.035038,3.351325,0.206828,1.030491,7.069393,484
A002244,0.143049,1.94457,0.356453,0.302759,2.586109,484
A002245,0.125676,2.074051,0.3342,15.038243,96.583973,484
A002246,0.137538,1.983854,0.349394,0.380828,4.932305,484
A002247,0.009687,4.63697,0.149483,9.918633,71.77594,483
A002248,1e-06,13.815511,0.050172,0.198483,2.182903,481
A002249,0.094051,2.363917,0.29322,0.020892,2.061723,484
A002250,0.123827,2.088866,0.331829,9.026696,33.461533,479
A002251,0.144099,1.937254,0.357799,0.251738,1.155538,484
A002252,0.005557,5.1927,0.133485,13.828563,118.663033,482
A002253,0.136586,1.9908,0.348175,10.509959,63.633373,484
A002254,0.092667,2.378744,0.291392,0.021998,0.338277,67
A002255,0.163261,1.812402,0.382447,0.335422,7.811217,484
A002256,0.185002,1.687387,0.410781,0.080533,1.093515,482
A002257,0.139572,1.969174,0.351999,1.164315,10.796294,484
A002258,0.113693,2.174251,0.318798,-1.076457,14.301223,479
A002259,0.026972,3.612964,0.19185,0.011569,0.34005,484
A002260,0.211576,1.553172,0.446279,1.552933,7.766807,484
A002261,0.040122,3.21582,0.215543,3.566468,63.955706,484
A002262,0.066752,2.706768,0.256079,0.716829,5.908704,484
A002263,1e-06,13.815511,0.050172,0.379068,1.371478,484
A002264,0.224093,1.495692,0.463429,0.538752,2.007844,484
A002265,0.246647,1.399797,0.495177,12.096701,56.545134,484
A002266,0.19662,1.626481,0.426164,2.029619,4.879014,484
A002267,0.167421,1.787244,0.38783,2.569699,7.580973,484
A002268,0.178727,1.721898,0.402548,0.270581,1.27309,484
A002269,0.188205,1.670222,0.415003,2.608047,30.377004,474
A002270,0.258553,1.352654,0.512435,25.453612,201.261565,484
A002271,0.106685,2.237874,0.309735,1.138539,16.238581,484
A002272,0.137785,1.982061,0.34971,0.847577,3.963238,484
A002273,0.245795,1.403257,0.493956,2.316457,23.531091,484
A002274,0.136476,1.991603,0.348035,0.298231,1.58534,484
A002275,0.44352,0.813012,0.852567,2.245633,25.441508,484
A002276,0.20654,1.577263,0.439462,0.135193,0.753299,417
A002277,0.048163,3.033173,0.228522,0.081247,0.847668,484
A002278,0.209712,1.562021,0.44375,0.203862,0.988908,484
A002279,0.254543,1.368284,0.506581,0.358229,3.418113,484
